date,zone_id,zone_name,zone_size,mnf_ls,pressure_m,acoustic_alert
2025-02-27,DMA_01,Northfield,Small,2.646,59.59,0
2025-02-28,DMA_01,Northfield,Small,2.745,60.18,0
2025-03-01,DMA_01,Northfield,Small,2.845,59.56,0
2025-03-02,DMA_01,Northfield,Small,2.63,60.56,0
2025-03-03,DMA_01,Northfield,Small,2.678,61.97,0
2025-03-04,DMA_01,Northfield,Small,2.543,58.54,0
2025-03-05,DMA_01,Northfield,Small,2.533,58.68,0
2025-03-06,DMA_01,Northfield,Small,2.838,57.2,0
2025-03-07,DMA_01,Northfield,Small,2.923,60.35,0
2025-03-08,DMA_01,Northfield,Small,2.712,60.48,0
2025-03-09,DMA_01,Northfield,Small,2.876,57.89,0
2025-03-10,DMA_01,Northfield,Small,2.783,59.67,0
2025-03-11,DMA_01,Northfield,Small,2.636,60.39,0
2025-03-12,DMA_01,Northfield,Small,2.79,59.2,0
2025-03-13,DMA_01,Northfield,Small,2.97,59.94,0
2025-03-14,DMA_01,Northfield,Small,2.737,59.14,0
2025-03-15,DMA_01,Northfield,Small,2.981,57.47,0
2025-03-16,DMA_01,Northfield,Small,2.356,60.18,0
2025-03-17,DMA_01,Northfield,Small,2.876,60.52,0
2025-03-18,DMA_01,Northfield,Small,2.769,59.81,1
2025-03-19,DMA_01,Northfield,Small,2.715,57.78,0
2025-03-20,DMA_01,Northfield,Small,2.777,58.02,0
2025-03-21,DMA_01,Northfield,Small,2.468,57.57,0
2025-03-22,DMA_01,Northfield,Small,2.737,59.85,0
2025-03-23,DMA_01,Northfield,Small,2.827,60.45,0
2025-03-24,DMA_01,Northfield,Small,2.998,59.43,0
2025-03-25,DMA_01,Northfield,Small,2.702,60.05,0
2025-03-26,DMA_01,Northfield,Small,2.662,57.88,0
2025-03-27,DMA_01,Northfield,Small,2.711,59.1,0
2025-03-28,DMA_01,Northfield,Small,2.927,57.28,0
2025-03-29,DMA_01,Northfield,Small,2.843,58.0,0
2025-03-30,DMA_01,Northfield,Small,2.717,59.98,0
2025-03-31,DMA_01,Northfield,Small,2.877,58.64,0
2025-01-01,DMA_02,Riverside,Medium,4.642,51.21,0
2025-01-02,DMA_02,Riverside,Medium,4.693,52.61,1
2025-01-03,DMA_02,Riverside,Medium,4.563,51.86,0
2025-01-04,DMA_02,Riverside,Medium,4.758,50.64,0
2025-01-05,DMA_02,Riverside,Medium,4.314,50.81,0
2025-01-06,DMA_02,Riverside,Medium,4.793,49.63,0
2025-01-07,DMA_02,Riverside,Medium,4.411,50.81,0
2025-01-08,DMA_02,Riverside,Medium,4.332,50.49,0
2025-01-09,DMA_02,Riverside,Medium,4.491,51.22,0
2025-01-10,DMA_02,Riverside,Medium,4.811,49.84,0
2025-01-11,DMA_02,Riverside,Medium,4.531,51.46,0
2025-01-12,DMA_02,Riverside,Medium,4.397,52.67,0
2025-01-13,DMA_02,Riverside,Medium,4.346,50.7,0
2025-01-14,DMA_02,Riverside,Medium,4.528,51.32,0
2025-01-15,DMA_02,Riverside,Medium,4.248,51.66,0
2025-01-16,DMA_02,Riverside,Medium,4.356,50.35,0
2025-01-17,DMA_02,Riverside,Medium,4.785,51.1,0
2025-01-18,DMA_02,Riverside,Medium,4.756,50.85,0
2025-01-19,DMA_02,Riverside,Medium,4.541,50.95,0
2025-01-20,DMA_02,Riverside,Medium,4.494,49.91,0
2025-01-21,DMA_02,Riverside,Medium,4.576,50.86,0
2025-01-22,DMA_02,Riverside,Medium,4.923,51.43,0
2025-01-23,DMA_02,Riverside,Medium,4.635,52.58,0
2025-01-24,DMA_02,Riverside,Medium,4.714,51.99,0
2025-01-25,DMA_02,Riverside,Medium,4.551,53.42,0
2025-01-26,DMA_02,Riverside,Medium,4.593,49.91,0
2025-01-27,DMA_02,Riverside,Medium,4.685,51.88,0
2025-01-28,DMA_02,Riverside,Medium,4.61,51.06,0
2025-01-29,DMA_02,Riverside,Medium,4.31,53.46,0
2025-01-30,DMA_02,Riverside,Medium,4.79,49.87,0
2025-01-31,DMA_02,Riverside,Medium,4.509,49.83,0
2025-02-01,DMA_02,Riverside,Medium,4.921,50.12,0
2025-02-02,DMA_02,Riverside,Medium,4.711,48.29,0
2025-02-03,DMA_02,Riverside,Medium,4.622,50.2,0
2025-02-04,DMA_02,Riverside,Medium,4.681,49.92,0
2025-02-05,DMA_02,Riverside,Medium,4.602,51.02,0
2025-02-06,DMA_02,Riverside,Medium,4.548,51.25,0
2025-02-07,DMA_02,Riverside,Medium,4.656,53.09,0
2025-02-08,DMA_02,Riverside,Medium,4.761,51.98,0
2025-02-09,DMA_02,Riverside,Medium,4.562,50.14,0
2025-02-10,DMA_02,Riverside,Medium,4.541,49.76,0
2025-02-11,DMA_02,Riverside,Medium,4.585,51.43,0
2025-02-12,DMA_02,Riverside,Medium,4.784,49.25,0
2025-02-13,DMA_02,Riverside,Medium,4.863,53.03,0
2025-02-14,DMA_02,Riverside,Medium,4.703,52.25,0
2025-02-15,DMA_02,Riverside,Medium,4.739,50.27,0
2025-02-16,DMA_02,Riverside,Medium,4.561,48.78,0
2025-02-17,DMA_02,Riverside,Medium,4.79,52.46,0
2025-02-18,DMA_02,Riverside,Medium,4.745,50.7,0
2025-02-19,DMA_02,Riverside,Medium,4.559,52.32,0
2025-02-20,DMA_02,Riverside,Medium,4.4,48.92,0
2025-02-21,DMA_02,Riverside,Medium,4.489,50.12,0
2025-02-22,DMA_02,Riverside,Medium,4.575,50.84,0
2025-02-23,DMA_02,Riverside,Medium,4.853,50.89,0
2025-02-24,DMA_02,Riverside,Medium,4.915,50.29,0
2025-02-25,DMA_02,Riverside,Medium,4.619,51.58,0
2025-02-26,DMA_02,Riverside,Medium,4.628,49.55,0
2025-02-27,DMA_02,Riverside,Medium,4.731,50.66,0
2025-02-28,DMA_02,Riverside,Medium,4.697,50.98,0
2025-03-01,DMA_02,Riverside,Medium,4.839,51.45,0
2025-03-02,DMA_02,Riverside,Medium,4.624,51.69,0
2025-03-03,DMA_02,Riverside,Medium,4.848,49.49,0
2025-03-04,DMA_02,Riverside,Medium,4.673,48.99,0
2025-03-05,DMA_02,Riverside,Medium,4.84,52.37,0
2025-03-06,DMA_02,Riverside,Medium,4.675,51.23,0
2025-03-07,DMA_02,Riverside,Medium,4.627,49.94,0
2025-03-08,DMA_02,Riverside,Medium,5.009,52.7,0
2025-03-09,DMA_02,Riverside,Medium,4.886,50.97,0
2025-03-10,DMA_02,Riverside,Medium,4.46,52.25,0
2025-03-11,DMA_02,Riverside,Medium,4.666,50.92,0
2025-03-12,DMA_02,Riverside,Medium,4.917,53.31,0
2025-03-13,DMA_02,Riverside,Medium,4.56,52.94,0
2025-03-14,DMA_02,Riverside,Medium,4.858,50.54,0
2025-03-15,DMA_02,Riverside,Medium,4.846,52.0,0
2025-03-16,DMA_02,Riverside,Medium,4.645,51.61,0
2025-03-17,DMA_02,Riverside,Medium,4.751,52.48,0
2025-03-18,DMA_02,Riverside,Medium,4.443,49.68,0
2025-03-19,DMA_02,Riverside,Medium,5.025,51.66,0
2025-03-20,DMA_02,Riverside,Medium,4.717,52.11,0
2025-03-21,DMA_02,Riverside,Medium,4.887,48.72,0
2025-03-22,DMA_02,Riverside,Medium,4.862,49.42,0
2025-03-23,DMA_02,Riverside,Medium,4.977,48.39,1
2025-03-24,DMA_02,Riverside,Medium,4.711,50.51,0
2025-03-25,DMA_02,Riverside,Medium,4.81,51.7,0
2025-03-26,DMA_02,Riverside,Medium,4.867,52.64,0
2025-03-27,DMA_02,Riverside,Medium,4.917,50.92,0
2025-03-28,DMA_02,Riverside,Medium,4.963,52.79,0
2025-03-29,DMA_02,Riverside,Medium,4.722,49.18,0
2025-03-30,DMA_02,Riverside,Medium,4.697,48.79,0
2025-03-31,DMA_02,Riverside,Medium,5.004,50.77,0
2025-01-01,DMA_03,Castleview,Large,7.007,57.46,0
2025-01-02,DMA_03,Castleview,Large,6.879,57.31,0
2025-01-03,DMA_03,Castleview,Large,7.047,59.13,0
2025-01-04,DMA_03,Castleview,Large,7.003,59.14,0
2025-01-05,DMA_03,Castleview,Large,6.978,59.64,0
2025-01-06,DMA_03,Castleview,Large,6.881,59.18,0
2025-01-07,DMA_03,Castleview,Large,6.934,56.01,0
2025-01-08,DMA_03,Castleview,Large,7.137,58.31,0
2025-01-09,DMA_03,Castleview,Large,7.102,56.7,0
2025-01-10,DMA_03,Castleview,Large,6.884,57.36,0
2025-01-11,DMA_03,Castleview,Large,7.049,58.18,0
2025-01-12,DMA_03,Castleview,Large,7.15,58.98,0
2025-01-13,DMA_03,Castleview,Large,6.79,56.9,0
2025-01-14,DMA_03,Castleview,Large,7.125,55.18,0
2025-01-15,DMA_03,Castleview,Large,6.948,58.19,0
2025-01-16,DMA_03,Castleview,Large,7.136,61.15,0
2025-01-17,DMA_03,Castleview,Large,6.939,57.73,0
2025-01-18,DMA_03,Castleview,Large,6.787,58.03,0
2025-01-19,DMA_03,Castleview,Large,6.817,60.11,0
2025-01-20,DMA_03,Castleview,Large,7.071,58.68,0
2025-01-21,DMA_03,Castleview,Large,7.606,57.73,0
2025-01-22,DMA_03,Castleview,Large,7.588846153846154,57.80769230769231,0
2025-01-23,DMA_03,Castleview,Large,7.977692307692307,57.385384615384616,0
2025-01-24,DMA_03,Castleview,Large,7.789538461538462,55.53307692307692,0
2025-01-25,DMA_03,Castleview,Large,8.186384615384615,55.09076923076923,0
2025-01-26,DMA_03,Castleview,Large,8.172230769230769,58.77846153846154,0
2025-01-27,DMA_03,Castleview,Large,8.413076923076924,56.536153846153844,0
2025-01-28,DMA_03,Castleview,Large,8.674923076923077,56.24384615384616,0
2025-01-29,DMA_03,Castleview,Large,8.69576923076923,55.82153846153846,0
2025-01-30,DMA_03,Castleview,Large,8.924615384615384,56.67923076923076,0
2025-01-31,DMA_03,Castleview,Large,9.290461538461539,58.596923076923076,0
2025-02-01,DMA_03,Castleview,Large,9.210307692307692,55.98461538461539,0
2025-02-02,DMA_03,Castleview,Large,9.579153846153845,54.4623076923077,0
2025-02-03,DMA_03,Castleview,Large,9.442,54.81,0
2025-02-04,DMA_03,Castleview,Large,7.194,59.26,0
2025-02-05,DMA_03,Castleview,Large,7.334,57.27,0
2025-02-06,DMA_03,Castleview,Large,6.751,59.0,0
2025-02-07,DMA_03,Castleview,Large,7.005,55.19,0
2025-02-08,DMA_03,Castleview,Large,7.215,57.7,0
2025-02-09,DMA_03,Castleview,Large,7.101,58.73,0
2025-02-10,DMA_03,Castleview,Large,7.191,59.5,0
2025-02-11,DMA_03,Castleview,Large,7.048,56.99,0
2025-02-12,DMA_03,Castleview,Large,7.155,56.17,0
2025-02-13,DMA_03,Castleview,Large,7.122,57.66,0
2025-02-14,DMA_03,Castleview,Large,7.323,56.62,0
2025-02-15,DMA_03,Castleview,Large,7.19,57.79,1
2025-02-16,DMA_03,Castleview,Large,7.206,57.96,0
2025-02-17,DMA_03,Castleview,Large,7.097,56.39,0
2025-02-18,DMA_03,Castleview,Large,7.089,58.94,0
2025-02-19,DMA_03,Castleview,Large,7.1,57.78,0
2025-02-20,DMA_03,Castleview,Large,7.228,59.27,0
2025-02-21,DMA_03,Castleview,Large,7.109,55.76,0
2025-02-22,DMA_03,Castleview,Large,7.219,56.75,0
2025-02-23,DMA_03,Castleview,Large,7.49,58.59,0
2025-02-24,DMA_03,Castleview,Large,7.313,57.01,0
2025-02-25,DMA_03,Castleview,Large,7.136,57.78,0
2025-02-26,DMA_03,Castleview,Large,7.369,57.97,0
2025-02-27,DMA_03,Castleview,Large,7.131,58.16,0
2025-02-28,DMA_03,Castleview,Large,6.89,57.16,0
2025-03-01,DMA_03,Castleview,Large,7.048,58.15,0
2025-03-02,DMA_03,Castleview,Large,6.922,57.03,0
2025-03-03,DMA_03,Castleview,Large,7.153,58.78,0
2025-03-04,DMA_03,Castleview,Large,7.212,57.84,0
2025-03-05,DMA_03,Castleview,Large,7.464,58.16,0
2025-03-06,DMA_03,Castleview,Large,7.265,61.06,0
2025-03-07,DMA_03,Castleview,Large,7.186,56.64,0
2025-03-08,DMA_03,Castleview,Large,7.347,59.64,0
2025-03-09,DMA_03,Castleview,Large,6.894,54.78,0
2025-03-10,DMA_03,Castleview,Large,7.265,55.48,0
2025-03-11,DMA_03,Castleview,Large,7.348,56.48,0
2025-03-12,DMA_03,Castleview,Large,7.014,56.56,0
2025-03-13,DMA_03,Castleview,Large,7.411,58.22,0
2025-03-14,DMA_03,Castleview,Large,7.293,58.32,0
2025-03-15,DMA_03,Castleview,Large,7.184,57.67,0
2025-03-16,DMA_03,Castleview,Large,7.344,57.79,0
2025-03-17,DMA_03,Castleview,Large,7.593,58.61,0
2025-03-18,DMA_03,Castleview,Large,7.283,58.97,0
2025-03-19,DMA_03,Castleview,Large,7.297,56.38,0
2025-03-20,DMA_03,Castleview,Large,7.194,57.54,0
2025-03-21,DMA_03,Castleview,Large,7.139,57.89,0
2025-03-22,DMA_03,Castleview,Large,7.394,58.56,0
2025-03-23,DMA_03,Castleview,Large,7.145,57.05,0
2025-03-24,DMA_03,Castleview,Large,7.287,57.87,0
2025-03-25,DMA_03,Castleview,Large,7.208,58.01,0
2025-03-26,DMA_03,Castleview,Large,7.355,57.13,0
2025-03-27,DMA_03,Castleview,Large,7.337,57.1,0
2025-03-28,DMA_03,Castleview,Large,7.446,58.09,0
2025-03-29,DMA_03,Castleview,Large,7.217,57.82,0
2025-03-30,DMA_03,Castleview,Large,7.256,58.57,0
2025-03-31,DMA_03,Castleview,Large,7.153,56.71,0
2025-01-01,DMA_04,Moorside,Small,2.999,50.88,1
2025-01-02,DMA_04,Moorside,Small,2.905,52.3,0
2025-01-03,DMA_04,Moorside,Small,2.753,51.78,0
2025-01-04,DMA_04,Moorside,Small,3.158,49.72,0
2025-01-05,DMA_04,Moorside,Small,2.961,53.4,0
2025-01-06,DMA_04,Moorside,Small,3.053,53.69,0
2025-01-07,DMA_04,Moorside,Small,3.047,50.8,0
2025-01-08,DMA_04,Moorside,Small,2.973,51.07,0
2025-01-09,DMA_04,Moorside,Small,3.323,51.88,0
2025-01-10,DMA_04,Moorside,Small,3.023,51.94,0
2025-01-11,DMA_04,Moorside,Small,2.8,52.33,0
2025-01-12,DMA_04,Moorside,Small,2.977,53.95,0
2025-01-13,DMA_04,Moorside,Small,3.115,51.33,0
2025-01-14,DMA_04,Moorside,Small,3.124,50.58,0
2025-01-15,DMA_04,Moorside,Small,2.884,49.88,0
2025-01-16,DMA_04,Moorside,Small,3.19,50.66,0
2025-01-17,DMA_04,Moorside,Small,2.79,51.5,0
2025-01-18,DMA_04,Moorside,Small,3.229,53.69,0
2025-01-19,DMA_04,Moorside,Small,2.863,50.92,0
2025-01-20,DMA_04,Moorside,Small,3.03,51.81,0
2025-01-21,DMA_04,Moorside,Small,3.227,51.52,0
2025-01-22,DMA_04,Moorside,Small,3.089,52.97,0
2025-01-23,DMA_04,Moorside,Small,3.197,54.57,0
2025-01-24,DMA_04,Moorside,Small,3.17,50.9,0
2025-01-25,DMA_04,Moorside,Small,3.274,50.95,0
2025-01-26,DMA_04,Moorside,Small,3.244,52.79,0
2025-01-27,DMA_04,Moorside,Small,3.02,52.36,0
2025-01-28,DMA_04,Moorside,Small,3.186,53.76,0
2025-01-29,DMA_04,Moorside,Small,2.865,52.24,0
2025-01-30,DMA_04,Moorside,Small,3.089,51.11,0
2025-01-31,DMA_04,Moorside,Small,3.224,52.25,0
2025-02-01,DMA_04,Moorside,Small,3.125,52.87,0
2025-02-02,DMA_04,Moorside,Small,3.175,52.52,0
2025-02-03,DMA_04,Moorside,Small,3.079,52.15,0
2025-02-04,DMA_04,Moorside,Small,3.284,52.82,0
2025-02-05,DMA_04,Moorside,Small,3.106,52.94,0
2025-02-06,DMA_04,Moorside,Small,3.052,53.2,0
2025-02-07,DMA_04,Moorside,Small,3.258,52.32,0
2025-02-08,DMA_04,Moorside,Small,2.917,51.34,0
2025-02-09,DMA_04,Moorside,Small,3.207,51.72,0
2025-02-10,DMA_04,Moorside,Small,2.978,52.99,0
2025-02-11,DMA_04,Moorside,Small,3.33,50.56,0
2025-02-12,DMA_04,Moorside,Small,3.102,51.98,0
2025-02-13,DMA_04,Moorside,Small,3.165,51.07,0
2025-02-14,DMA_04,Moorside,Small,3.21,51.57,0
2025-02-15,DMA_04,Moorside,Small,2.862,53.07,0
2025-02-16,DMA_04,Moorside,Small,3.057,51.77,0
2025-02-17,DMA_04,Moorside,Small,3.315,51.59,0
2025-02-18,DMA_04,Moorside,Small,3.292,49.91,0
2025-02-19,DMA_04,Moorside,Small,3.208,52.43,1
2025-02-20,DMA_04,Moorside,Small,2.966,52.31,0
2025-02-21,DMA_04,Moorside,Small,3.26,54.13,0
2025-02-22,DMA_04,Moorside,Small,3.282,51.17,0
2025-02-23,DMA_04,Moorside,Small,3.186,51.8,0
2025-02-24,DMA_04,Moorside,Small,3.365,51.84,0
2025-02-25,DMA_04,Moorside,Small,3.083,53.43,0
2025-02-26,DMA_04,Moorside,Small,3.112,51.42,0
2025-02-27,DMA_04,Moorside,Small,2.819,51.87,0
2025-02-28,DMA_04,Moorside,Small,3.333,52.27,0
2025-03-01,DMA_04,Moorside,Small,3.246,51.76,0
2025-03-02,DMA_04,Moorside,Small,2.95,51.0,0
2025-03-03,DMA_04,Moorside,Small,2.942,51.77,0
2025-03-04,DMA_04,Moorside,Small,3.078,52.83,0
2025-03-05,DMA_04,Moorside,Small,3.331,50.31,0
2025-03-06,DMA_04,Moorside,Small,3.171,51.7,0
2025-03-07,DMA_04,Moorside,Small,3.098,50.7,0
2025-03-08,DMA_04,Moorside,Small,3.072,52.97,0
2025-03-09,DMA_04,Moorside,Small,3.068,49.71,0
2025-03-10,DMA_04,Moorside,Small,2.939,50.87,0
2025-03-11,DMA_04,Moorside,Small,3.051,51.99,0
2025-03-12,DMA_04,Moorside,Small,3.075,53.42,0
2025-03-13,DMA_04,Moorside,Small,3.342,51.46,0
2025-03-14,DMA_04,Moorside,Small,3.218,50.87,0
2025-03-15,DMA_04,Moorside,Small,3.122,53.8,0
2025-03-16,DMA_04,Moorside,Small,3.596,49.8,0
2025-03-17,DMA_04,Moorside,Small,3.153,48.9,0
2025-03-18,DMA_04,Moorside,Small,3.431,52.07,0
2025-03-19,DMA_04,Moorside,Small,3.503,50.94,0
2025-03-20,DMA_04,Moorside,Small,3.027,50.31,0
2025-03-21,DMA_04,Moorside,Small,3.277,52.39,0
2025-03-22,DMA_04,Moorside,Small,3.192,51.83,0
2025-03-23,DMA_04,Moorside,Small,3.183,50.86,0
2025-03-24,DMA_04,Moorside,Small,3.36,50.0,0
2025-03-25,DMA_04,Moorside,Small,3.186,52.59,0
2025-03-26,DMA_04,Moorside,Small,3.209,52.32,0
2025-03-27,DMA_04,Moorside,Small,3.261,51.42,0
2025-03-28,DMA_04,Moorside,Small,3.234,53.75,0
2025-03-29,DMA_04,Moorside,Small,3.117,50.25,0
2025-03-30,DMA_04,Moorside,Small,3.416,49.71,0
2025-03-31,DMA_04,Moorside,Small,3.457,50.71,0
2025-01-01,DMA_05,Greenpark,Medium,4.902,52.35,0
2025-01-02,DMA_05,Greenpark,Medium,4.931,51.24,0
2025-01-03,DMA_05,Greenpark,Medium,4.959,53.31,0
2025-01-04,DMA_05,Greenpark,Medium,5.074,51.82,0
2025-01-05,DMA_05,Greenpark,Medium,5.092,52.68,0
2025-01-06,DMA_05,Greenpark,Medium,4.931,50.92,0
2025-01-07,DMA_05,Greenpark,Medium,5.017,51.98,0
2025-01-08,DMA_05,Greenpark,Medium,5.345,54.42,0
2025-01-09,DMA_05,Greenpark,Medium,5.286,53.17,0
2025-01-10,DMA_05,Greenpark,Medium,5.096,52.39,0
2025-01-11,DMA_05,Greenpark,Medium,5.039,51.48,0
2025-01-12,DMA_05,Greenpark,Medium,5.055,52.1,0
2025-01-13,DMA_05,Greenpark,Medium,5.132,52.26,0
2025-01-14,DMA_05,Greenpark,Medium,4.89,52.56,0
2025-01-15,DMA_05,Greenpark,Medium,5.009,50.73,0
2025-01-16,DMA_05,Greenpark,Medium,4.8,52.82,0
2025-01-17,DMA_05,Greenpark,Medium,5.114,50.71,0
2025-01-18,DMA_05,Greenpark,Medium,5.154,53.98,0
2025-01-19,DMA_05,Greenpark,Medium,4.988,51.09,0
2025-01-20,DMA_05,Greenpark,Medium,5.3,52.37,0
2025-01-21,DMA_05,Greenpark,Medium,4.884,53.22,0
2025-01-22,DMA_05,Greenpark,Medium,4.851,51.72,0
2025-01-23,DMA_05,Greenpark,Medium,5.108,52.43,0
2025-01-24,DMA_05,Greenpark,Medium,5.235,53.74,0
2025-01-25,DMA_05,Greenpark,Medium,5.333,52.7,0
2025-01-26,DMA_05,Greenpark,Medium,5.015,52.45,0
2025-01-27,DMA_05,Greenpark,Medium,5.249,50.0,0
2025-01-28,DMA_05,Greenpark,Medium,5.085,50.9,0
2025-01-29,DMA_05,Greenpark,Medium,5.068,53.27,0
2025-01-30,DMA_05,Greenpark,Medium,5.23,52.7,0
2025-01-31,DMA_05,Greenpark,Medium,5.199,52.88,0
2025-02-01,DMA_05,Greenpark,Medium,4.868,52.78,0
2025-02-02,DMA_05,Greenpark,Medium,5.329,53.57,0
2025-02-03,DMA_05,Greenpark,Medium,5.318,51.7,0
2025-02-04,DMA_05,Greenpark,Medium,5.021,52.16,0
2025-02-05,DMA_05,Greenpark,Medium,5.177,50.78,1
2025-02-06,DMA_05,Greenpark,Medium,5.195,50.48,0
2025-02-07,DMA_05,Greenpark,Medium,5.164,50.05,0
2025-02-08,DMA_05,Greenpark,Medium,5.046,50.96,0
2025-02-09,DMA_05,Greenpark,Medium,5.031,53.88,0
2025-02-10,DMA_05,Greenpark,Medium,10.912002903772887,38.38030008803608,1
2025-02-11,DMA_05,Greenpark,Medium,5.314,51.65,0
2025-02-12,DMA_05,Greenpark,Medium,5.223,50.47,1
2025-02-13,DMA_05,Greenpark,Medium,5.089,51.3,0
2025-02-14,DMA_05,Greenpark,Medium,5.264,52.22,0
2025-02-15,DMA_05,Greenpark,Medium,4.724,51.18,0
2025-02-16,DMA_05,Greenpark,Medium,5.327,53.33,0
2025-02-17,DMA_05,Greenpark,Medium,4.897,53.86,0
2025-02-18,DMA_05,Greenpark,Medium,5.107,49.32,0
2025-02-19,DMA_05,Greenpark,Medium,4.997,51.2,0
2025-02-20,DMA_05,Greenpark,Medium,4.974,52.09,0
2025-02-21,DMA_05,Greenpark,Medium,5.346,53.37,0
2025-02-22,DMA_05,Greenpark,Medium,5.105,51.47,0
2025-02-23,DMA_05,Greenpark,Medium,5.231,51.99,0
2025-02-24,DMA_05,Greenpark,Medium,5.175,50.63,0
2025-02-25,DMA_05,Greenpark,Medium,5.257,50.18,0
2025-02-26,DMA_05,Greenpark,Medium,5.2,53.75,0
2025-02-27,DMA_05,Greenpark,Medium,5.0,49.83,0
2025-02-28,DMA_05,Greenpark,Medium,5.345,54.81,0
2025-03-01,DMA_05,Greenpark,Medium,5.125,52.89,0
2025-03-02,DMA_05,Greenpark,Medium,4.969,52.83,0
2025-03-03,DMA_05,Greenpark,Medium,5.141,52.71,0
2025-03-04,DMA_05,Greenpark,Medium,5.434,51.72,0
2025-03-05,DMA_05,Greenpark,Medium,5.34,52.49,0
2025-03-06,DMA_05,Greenpark,Medium,5.163,51.79,0
2025-03-07,DMA_05,Greenpark,Medium,5.167,52.68,0
2025-03-08,DMA_05,Greenpark,Medium,5.174,51.98,0
2025-03-09,DMA_05,Greenpark,Medium,5.537,50.88,1
2025-03-10,DMA_05,Greenpark,Medium,5.287,50.97,0
2025-03-11,DMA_05,Greenpark,Medium,5.297,50.84,0
2025-03-12,DMA_05,Greenpark,Medium,5.39,53.18,0
2025-03-13,DMA_05,Greenpark,Medium,5.275,51.28,0
2025-03-14,DMA_05,Greenpark,Medium,5.204,49.72,0
2025-03-15,DMA_05,Greenpark,Medium,5.217,52.49,0
2025-03-16,DMA_05,Greenpark,Medium,5.239,53.84,0
2025-03-17,DMA_05,Greenpark,Medium,5.247,52.95,0
2025-03-18,DMA_05,Greenpark,Medium,5.365,51.29,0
